author_1_name,author_2_name,year,collaboration_count
"Levy, S. T.","Bumbacher, E.",2022,1
"Levy, S. T.","Klopfer, E.",2022,1
"Levy, S. T.","Hel-Or, H.",2022,1
"Levy, S. T.","Saba, J.",2022,1
"Levy, S. T.","Lopes, R. D. D.",2022,1
"Levy, S. T.","Fuhrmann, T.",2022,1
"Cardwell, S.","Kelton, M. L.",2022,1
"Farrington, S. W.","Koehler, A.",2022,1
"Farrington, S. W.","Aamir, A.",2022,1
"Farrington, S. W.","Kuivila, H.",2022,1
"Farrington, S. W.","Babin, J.",2022,1
"Farrington, S. W.","Mikkonen, K.",2022,1
"Farrington, S. W.","Mohandas, L.",2022,1
"Farrington, S. W.","Claypool, M.",2022,1
"Farrington, S. W.","Desrochers, M.",2022,1
"Farrington, S. W.","Petit, M.",2022,1
"Farrington, S. W.","Pramila-Savukoski, S.",2022,1
"Farrington, S. W.","Törmänen, T.",2022,1
"Thomas, S.","Jamal, T.",2022,1
"Erete, S.","Ju, B.",2022,1
"Erete, S.","Nacu, D.",2022,1
"Weisen, S.","Hufnagle, A.",2022,1
"Goldman, S.","Reynante, B.",2022,1
"Goldman, S.","Vea, T.",2022,1
"Cheng, S.","Haro, A.",2022,1
"Cheng, S.","Collier, J.",2022,1
"Cheng, S.","Hebert, W.",2022,1
"Clarke, S.","Papendieck, A.",2022,1
"Clarke, S.","Gomoll, A.",2022,1
"Clarke, S.","Lee, B.",2022,1
"Clarke, S.","Tierney, G.",2022,1
"Clarke, S.","Dennis, K.",2022,1
"Clarke, S.","Nguyen, K.",2022,1
"Clarke, S.","James, N.",2022,1
"Clarke, S.","Quintana, R. M.",2022,1
"Clarke, S.","Lindgren, R.",2022,1
"Clarke, S.","Sushil, S.",2022,1
"Clarke, S.","Tripathi, T.",2022,1
"Clarke, S.","Lee, U.",2022,1
"Clarke, S.","Gates, Z.",2022,1
"Clarke, S. N.","Lee, B.",2022,1
"Clarke, S. N.","Tripathi, T.",2022,1
"Tu, S.","Sales, A.",2022,1
"Tu, S.","Mason, C. A.",2022,1
"Dadkhahfard, S.","Takeuchi, M. A.",2022,1
"Salehi, S.","Hussein, B.",2022,1
"Salehi, S.","Anderson, C.",2022,1
"Salehi, S.","Bernacki, M.",2022,1
"Salehi, S.","Hagstrom, S.",2022,1
"Mor-Hagani, S.","Cottone, A. M.",2022,1
"Mor-Hagani, S.","Durik, A. M.",2022,1
"Mor-Hagani, S.","Georgen, C.",2022,1
"Mor-Hagani, S.","Chinn, C. A.",2022,1
"Mor-Hagani, S.","Adah, E.",2022,1
"Mor-Hagani, S.","Hussain-Abidi, H.",2022,1
"Mor-Hagani, S.","Leung, J. S. C.",2022,1
"Mor-Hagani, S.","Rupp, K.",2022,1
"Vossoughi, S.","Marin, A.",2022,1
"Vossoughi, S.","Chokshi, A.",2022,1
"Vossoughi, S.","Ali, A.",2022,1
"Vossoughi, S.","Cortez, A.",2022,1
"Vossoughi, S.","McKoy, A.",2022,1
"Vossoughi, S.","Moreno, C.",2022,1
"Vossoughi, S.","Tremblay-Gagnon, D.",2022,1
"Vossoughi, S.","Touioui, F.",2022,1
"Vossoughi, S.","Mallwitz, I.",2022,1
"Vossoughi, S.","Martins, I.",2022,1
"Vossoughi, S.","Lizárraga, J. R.",2022,1
"Vossoughi, S.","Rahm, J.",2022,1
"Vossoughi, S.","Baca, K.",2022,1
"Vossoughi, S.","Avraamidou, L.",2022,1
"Vossoughi, S.","Jiang, M.",2022,1
"Vossoughi, S.","Butler, M.",2022,1
"Vossoughi, S.","Takeuchi, M. A.",2022,1
"Vossoughi, S.","Davis, N. R.",2022,1
"Vossoughi, S.","Hayden, R.",2022,1
"Vossoughi, S.","Lee, S. P.",2022,1
"Vossoughi, S.","Trehin, S.",2022,1
"Vossoughi, S.","Hladik, S.",2022,1
"Vossoughi, S.","Jones, S. T.",2022,1
"Vossoughi, S.","Simmons, S.",2022,1
"Vossoughi, S.","Philip, T.",2022,1
"Jiang, S.","Guggenheim, A.",2022,1
"Jiang, S.","Eloy, A.",2022,1
"Jiang, S.","Wagh, A.",2022,1
"Jiang, S.","Stornaiuolo, A.",2022,1
"Jiang, S.","Amato, A.",2022,1
"Jiang, S.","Perret, B.",2022,1
"Jiang, S.","Walsh, B.",2022,1
"Jiang, S.","Chance, B.",2022,1
"Jiang, S.","Herbel-Eisenmann, B.",2022,1
"Jiang, S.","Akram, B.",2022,1
"Jiang, S.","Dalton, B.",2022,1
"Jiang, S.","Tatar, C.",2022,1
"Jiang, S.","Wang, C.",2022,1
"Jiang, S.","McBride, C.",2022,1
"Jiang, S.","Fulwider, C.",2022,1
"Jiang, S.","Fagan, E.",2022,1
"Jiang, S.","Gebre, E.",2022,1
"Jiang, S.","Bumbacher, E.",2022,1
"Jiang, S.","Castro-Norwood, F.",2022,1
"Jiang, S.","Sanei, H.",2022,1
"Jiang, S.","Zhang, H.",2022,1
"Jiang, S.","Davidesco, I.",2022,1
"Jiang, S.","Lee, I.",2022,1
"Jiang, S.","Wolf, J.",2022,1
"Jiang, S.","Fiacco, J.",2022,1
"Jiang, S.","Stiles, J.",2022,1
"Jiang, S.","Naipaul, J.",2022,1
"Jiang, S.","Louie, J.",2022,1
"Jiang, S.","Moore, K.",2022,1
"Jiang, S.","McDermott, K.",2022,1
"Jiang, S.","Wiedemann, K.",2022,1
"Jiang, S.","Rubel, L.",2022,1
"Jiang, S.","Peralta, L. M.",2022,1
"Jiang, S.","Zhu, L.",2022,1
"Jiang, S.","Stephens, L.",2022,1
"Jiang, S.","Tes, M.",2022,1
"Jiang, S.","Silander, M.",2022,1
"Jiang, S.","Clair, N. S.",2022,1
"Jiang, S.","Glaser, N.",2022,1
"Jiang, S.","Woods, P. J.",2022,1
"Jiang, S.","Yalcinkaya, R.",2022,1
"Jiang, S.","Vacca, R.",2022,1
"Jiang, S.","Rahimi, S.",2022,1
"Jiang, S.","Roy, S.",2022,1
"Jiang, S.","Yoder, S.",2022,1
"Jiang, S.","Forsyth, S.",2022,1
"Jiang, S.","Fuhrmann, T.",2022,1
"Jiang, S.","Yeh, T.",2022,1
"Jiang, S.","Shute, V. J.",2022,1
"Jiang, S.","Lim, V.",2022,1
"Jiang, S.","Payne, W.",2022,1
"Jiang, S.","Wei, X.",2022,1
"Jiang, S.","Cheng, Y.",2022,1
"Jiang, S.","Bergner, Y.",2022,1
"Kapon, S.","Abes, A.",2022,1
"Kapon, S.","Ami, H. B.",2022,1
"Yan, S.","Keith, C. A.",2022,1
"Yan, S.","Keith, C.",2022,1
"Kandimalla, S. R.","Markevych, I.",2022,1
"Kandimalla, S. R.","Ma, L.",2022,1
"Kandimalla, S. R.","Murray, R. C.",2022,1
"Gilliam, S.","Leinart, K.",2022,1
"Trehin, S.","Chokshi, A.",2022,1
"Trehin, S.","Tremblay-Gagnon, D.",2022,1
"Trehin, S.","Mallwitz, I.",2022,1
"Trehin, S.","Jiang, M.",2022,1
"Trehin, S.","Butler, M.",2022,1
"Trehin, S.","Simmons, S.",2022,1
"Kusumaningsih, S.","Friedman, G.",2022,1
"Peng, S.","Matsuya, H.",2022,1
"Peng, S.","Nemoto, A. H.",2022,1
"Tancredi, S.","Yao, C. J.",2022,1
"Tancredi, S.","Li, H. T.",2022,1
"Tancredi, S.","Wang, J.",2022,1
"Tancredi, S.","Ryokai, K.",2022,1
"Shengjergji, S.","Jenny, M.",2022,1
"Shengjergji, S.","Niklas, P.",2022,1
"Savid, S.","Gardiner, A. M.",2022,1
"Savid, S.","Sawrey, K.",2022,1
"Savid, S.","Blanton, M.",2022,1
"Roy, S.","McBride, C.",2022,1
"Roy, S.","Stiles, J.",2022,1
"Roy, S.","Naipaul, J.",2022,1
"Roy, S.","Wei, X.",2022,1
"Wang, S.","Brydges, S.",2022,1
"Wang, S.","Lo, S.",2022,1
"Shim, S.","Hug, B.",2022,1
"Shim, S.","Johnson, H.",2022,1
"Shim, S.","Salgado, M.",2022,1
"Shim, S.","Ko, M. M.",2022,1
"Shim, S.","Lee, S.",2022,1
"Shim, S.","Jarosewich, T.",2022,1
"Atar, S.","Sadananda, A.",2022,1
"Atar, S.","Singh, S.",2022,1
"Raymond, S.","Gardiner, A. M.",2022,1
"Raymond, S.","Sawrey, K.",2022,1
"Raymond, S.","Blanton, M.",2022,1
"Raymond, S.","Savid, S.",2022,1
"Thraya, S.","Takeuchi, M. A.",2022,1
"Rosier, S.","Karnavat, O.",2022,1
"Yoder, S.","Castro-Norwood, F.",2022,1
"Yoder, S.","McDermott, K.",2022,1
"Sankaranarayanan, S.","Rosé, C. P.",2022,1
"Sankaranarayanan, S.","Bogart, C.",2022,1
"Sankaranarayanan, S.","Nguyen, H.",2022,1
"Sankaranarayanan, S.","Markevych, I.",2022,1
"Sankaranarayanan, S.","Ma, L.",2022,1
"Sankaranarayanan, S.","Sakr, M.",2022,1
"Sankaranarayanan, S.","Hilton, M.",2022,1
"Sankaranarayanan, S.","Murray, R. C.",2022,1
"Sankaranarayanan, S.","Kandimalla, S. R.",2022,1
"Brydges, S.","Lo, S.",2022,1
"Forsyth, S.","Guggenheim, A.",2022,1
"Forsyth, S.","Perret, B.",2022,1
"Forsyth, S.","Akram, B.",2022,1
"Forsyth, S.","Breazeal, C.",2022,1
"Forsyth, S.","Long, D.",2022,1
"Forsyth, S.","Haberl, E.",2022,1
"Forsyth, S.","Wilson, E.",2022,1
"Forsyth, S.","Castro-Norwood, F.",2022,1
"Forsyth, S.","Stump, G. S.",2022,1
"Forsyth, S.","Lin, G. C.",2022,1
"Forsyth, S.","Smilack, J.",2022,1
"Forsyth, S.","Carter, J.",2022,1
"Forsyth, S.","Tian, J.",2022,1
"Forsyth, S.","Moore, K.",2022,1
"Forsyth, S.","McDermott, K.",2022,1
"Forsyth, S.","Aliabadi, R.",2022,1
"Forsyth, S.","Yoder, S.",2022,1
"Ruseti, S.","Artmann, B.",2022,1
"Ruseti, S.","Bartsch, C.",2022,1
"Ruseti, S.","Scheibenzuber, C.",2022,1
"Ruseti, S.","Neagu, L.",2022,1
"Ruseti, S.","Kubik, M.",2022,1
"Trausan-Matu, S.","Artmann, B.",2022,1
"Trausan-Matu, S.","Bartsch, C.",2022,1
"Trausan-Matu, S.","Scheibenzuber, C.",2022,1
"Trausan-Matu, S.","Neagu, L.",2022,1
"Trausan-Matu, S.","Kubik, M.",2022,1
"Trausan-Matu, S.","Ruseti, S.",2022,1
"Ufer, S.","Radkowitsch, A.",2022,1
"Ufer, S.","Sommerhoff, D.",2022,1
"Ufer, S.","Codreanu, E.",2022,1
"Ufer, S.","Nickl, M.",2022,1
"Ufer, S.","Seidel, T.",2022,1
"Bowles, S.","Keith, C. A.",2022,1
"Hladik, S.","Chokshi, A.",2022,1
"Hladik, S.","Cortez, A.",2022,1
"Hladik, S.","McKoy, A.",2022,1
"Hladik, S.","Moreno, C.",2022,1
"Hladik, S.","Tremblay-Gagnon, D.",2022,1
"Hladik, S.","Mallwitz, I.",2022,1
"Hladik, S.","Lizárraga, J. R.",2022,1
"Hladik, S.","Rahm, J.",2022,1
"Hladik, S.","Baca, K.",2022,1
"Hladik, S.","Jiang, M.",2022,1
"Hladik, S.","Butler, M.",2022,1
"Hladik, S.","Hayden, R.",2022,1
"Hladik, S.","Lee, S. P.",2022,1
"Hladik, S.","Trehin, S.",2022,1
"Hladik, S.","Jones, S. T.",2022,1
"Hladik, S.","Simmons, S.",2022,1
"Jones, S. T.","Chokshi, A.",2022,1
"Jones, S. T.","McKoy, A.",2022,1
"Jones, S. T.","Moreno, C.",2022,1
"Jones, S. T.","Tremblay-Gagnon, D.",2022,1
"Jones, S. T.","Mallwitz, I.",2022,1
"Jones, S. T.","Lizárraga, J. R.",2022,1
"Jones, S. T.","Rahm, J.",2022,1
"Jones, S. T.","Baca, K.",2022,1
"Jones, S. T.","Jiang, M.",2022,1
"Jones, S. T.","Butler, M.",2022,1
"Jones, S. T.","Hayden, R.",2022,1
"Jones, S. T.","Trehin, S.",2022,1
"Jones, S. T.","Simmons, S.",2022,1
"Tseng, S.","Silla, E. M.",2022,1
"Tseng, S.","Ling, E.",2022,1
"Tseng, S.","Alibali, M. W.",2022,1
"Tseng, S.","Vest, N. A.",2022,1
"Yang, S.","Jiang, A.",2022,1
"Yang, S.","Tucker, M. C.",2022,1
"Yang, S.","C, M. T.",2022,1
"Sommer, S.","Cottone, A. M.",2022,1
"Sommer, S.","Rubin, A.",2022,1
"Sommer, S.","Barton, A. C.",2022,1
"Sommer, S.","Amato, A.",2022,1
"Sommer, S.","Brown, B. A.",2022,1
"Sommer, S.","McBride, C.",2022,1
"Sommer, S.","Varda, C.",2022,1
"Sommer, S.","Chinn, C. A.",2022,1
"Sommer, S.","Roberto, C.",2022,1
"Sommer, S.","Graville, C.",2022,1
"Sommer, S.","Pimentel, D. R.",2022,1
"Sommer, S.","Greenberg, D.",2022,1
"Sommer, S.","Kyza, E. A.",2022,1
"Sommer, S.","Reigh, E.",2022,1
"Sommer, S.","Hussain-Abidi, H.",2022,1
"Sommer, S.","Dubovi, I.",2022,1
"Sommer, S.","Tabak, I.",2022,1
"Sommer, S.","Beale, J.",2022,1
"Sommer, S.","Polman, J. L.",2022,1
"Sommer, S.","Radinsky, J.",2022,1
"Sommer, S.","DesPortes, K.",2022,1
"Sommer, S.","Herrenkohl, L.",2022,1
"Sommer, S.","Tes, M.",2022,1
"Sommer, S.","Orfanos, M.",2022,1
"Sommer, S.","Silander, M.",2022,1
"Sommer, S.","Bakal, M.",2022,1
"Sommer, S.","Mann, M.",2022,1
"Sommer, S.","Wilkerson, M.",2022,1
"Sommer, S.","Noushad, N.",2022,1
"Sommer, S.","Woods, P. J.",2022,1
"Sommer, S.","Bhargava, P.",2022,1
"Sommer, S.","Vacca, R.",2022,1
"Sommer, S.","Yoon, S. A.",2022,1
"Sommer, S.","Philip, T.",2022,1
"Sommer, S.","Richman, T.",2022,1
"Sommer, S.","Tran, T. C.",2022,1
"Sommer, S.","Wei, X.",2022,1
"Roderick, S.","Eidin, E.",2022,1
"Roderick, S.","Eidin, E. E.",2022,1
"McGee, S.","Cottone, A. M.",2022,1
"McGee, S.","Durik, A. M.",2022,1
"McGee, S.","Stiso, C.",2022,1
"McGee, S.","Georgen, C.",2022,1
"McGee, S.","Chinn, C. A.",2022,1
"McGee, S.","Murphy, D.",2022,1
"McGee, S.","Tal-Savir, D.",2022,1
"McGee, S.","Adah, E.",2022,1
"McGee, S.","Abed, F.",2022,1
"McGee, S.","Hussain-Abidi, H.",2022,1
"McGee, S.","Leung, J. S. C.",2022,1
"McGee, S.","Zhou, J.",2022,1
"McGee, S.","Higgs, K.",2022,1
"McGee, S.","Easley, K.",2022,1
"McGee, S.","Rupp, K.",2022,1
"McGee, S.","Britt, M. A.",2022,1
"McGee, S.","McGee-Tekula, R.",2022,1
"McGee, S.","Mor-Hagani, S.",2022,1
"McGee, S.","Ryan, Z.",2022,1
"Sutherland, S.","Harteveld, C.",2022,1
"Sutherland, S.","Sui, J.",2022,1
"Athanases, S. Z.","Williams, A. D. P.",2022,1
"Athanases, S. Z.","Martinez, D. C.",2022,1
"Athanases, S. Z.","Blair, K. P.",2022,1
"Athanases, S. Z.","Martin, L.",2022,1
"Athanases, S. Z.","Welsh, M.",2022,1
"Dabholkar, S.","Dutta, D.",2022,1
"Dabholkar, S.","Date, G.",2022,1
"Han, S.","Lee, S.",2022,1
"He, S.","Teo, B. C.",2022,1
"He, S.","Looi, C. K.",2022,1
"He, S.","Cai, Y.",2022,1
"Odom, S.","Parker, D.",2022,1
"Odom, S.","Thomas, S.",2022,1
"Odom, S.","Paudyal, S.",2022,1
"Odom, S.","Jamal, T.",2022,1
"Byun, S.","Reinholz, D. L.",2022,1
"Byun, S.","Stroupe, D.",2022,1
"Byun, S.","Mendoza, E.",2022,1
"Byun, S.","Mackey, J.",2022,1
"Byun, S.","Willson, J.",2022,1
"Byun, S.","Christensen, J.",2022,1
"Byun, S.","Caballero, M. D.",2022,1
"Byun, S.","Frierson, M.",2022,1
"Uttamchandani, S.","Kim, C.",2022,1
"Uttamchandani, S.","Hong, D.",2022,1
"Uttamchandani, S.","Gnesdilow, D.",2022,1
"Uttamchandani, S.","Biswas, G.",2022,1
"Uttamchandani, S.","Lawrence, L.",2022,1
"Uttamchandani, S.","Worsley, M.",2022,1
"Uttamchandani, S.","Rummel, N.",2022,1
"Uttamchandani, S.","Singh, P.",2022,1
"Uttamchandani, S.","Passonneau, R.",2022,1
"Uttamchandani, S.","Puntambekar, S.",2022,1
"Uttamchandani, S.","Brush, T.",2022,1
"Uttamchandani, S.","Aleven, V.",2022,1
"Uttamchandani, S.","Goss, W.",2022,1
"Uttamchandani, S.","Chen, Y.",2022,1
"Yoon, S. A.","Durik, A. M.",2022,1
"Yoon, S. A.","Marei, A.",2022,1
"Yoon, S. A.","Rubin, A.",2022,1
"Yoon, S. A.","Barton, A. C.",2022,1
"Yoon, S. A.","Amato, A.",2022,1
"Yoon, S. A.","Brown, B. A.",2022,1
"Yoon, S. A.","McBride, C.",2022,1
"Yoon, S. A.","Varda, C.",2022,1
"Yoon, S. A.","Stiso, C.",2022,1
"Yoon, S. A.","Georgen, C.",2022,1
"Yoon, S. A.","Hmelo-Silver, C. E.",2022,1
"Yoon, S. A.","Roberto, C.",2022,1
"Yoon, S. A.","Graville, C.",2022,1
"Yoon, S. A.","Pimentel, D. R.",2022,1
"Yoon, S. A.","Murphy, D.",2022,1
"Yoon, S. A.","Tal-Savir, D.",2022,1
"Yoon, S. A.","Greenberg, D.",2022,1
"Yoon, S. A.","Kyza, E. A.",2022,1
"Yoon, S. A.","Adah, E.",2022,1
"Yoon, S. A.","Reigh, E.",2022,1
"Yoon, S. A.","Manz, E.",2022,1
"Yoon, S. A.","Abed, F.",2022,1
"Yoon, S. A.","Dubovi, I.",2022,1
"Yoon, S. A.","Tabak, I.",2022,1
"Yoon, S. A.","Leung, J. S. C.",2022,1
"Yoon, S. A.","Beale, J.",2022,1
"Yoon, S. A.","Zhou, J.",2022,1
"Yoon, S. A.","Polman, J. L.",2022,1
"Yoon, S. A.","Radinsky, J.",2022,1
"Yoon, S. A.","Danish, J.",2022,1
"Yoon, S. A.","Higgs, K.",2022,1
"Yoon, S. A.","Easley, K.",2022,1
"Yoon, S. A.","Rupp, K.",2022,1
"Yoon, S. A.","Berland, L.",2022,1
"Yoon, S. A.","Herrenkohl, L.",2022,1
"Yoon, S. A.","Britt, M. A.",2022,1
"Yoon, S. A.","Tes, M.",2022,1
"Yoon, S. A.","Orfanos, M.",2022,1
"Yoon, S. A.","Silander, M.",2022,1
"Yoon, S. A.","Bakal, M.",2022,1
"Yoon, S. A.","Mann, M.",2022,1
"Yoon, S. A.","Av-Shalom, N. Y.",2022,1
"Yoon, S. A.","Noushad, N.",2022,1
"Yoon, S. A.","Woods, P. J.",2022,1
"Yoon, S. A.","Bhargava, P.",2022,1
"Yoon, S. A.","Vacca, R.",2022,1
"Yoon, S. A.","McGee-Tekula, R.",2022,1
"Yoon, S. A.","Duncan, R. G.",2022,1
"Yoon, S. A.","Barzilai, S.",2022,1
"Yoon, S. A.","Mor-Hagani, S.",2022,1
"Yoon, S. A.","McGee, S.",2022,1
"Yoon, S. A.","Philip, T.",2022,1
"Yoon, S. A.","Mochizuki, T.",2022,1
"Yoon, S. A.","Tran, T. C.",2022,1
"Yoon, S. A.","Wei, X.",2022,1
"Yoon, S. A.","Ryan, Z.",2022,1
"Bridges, S.","Goodwin, A. L.",2022,1
"Bridges, S.","Koehler, A.",2022,1
"Bridges, S.","Aamir, A.",2022,1
"Bridges, S.","Russell, B.",2022,1
"Bridges, S.","Not, C.",2022,1
"Bridges, S.","Molinari, G.",2022,1
"Bridges, S.","Williams, G. A.",2022,1
"Bridges, S.","Järvenoja, H.",2022,1
"Bridges, S.","Kuivila, H.",2022,1
"Bridges, S.","Leung, J. S. C.",2022,1
"Bridges, S.","Babin, J.",2022,1
"Bridges, S.","Chan, K. K. H.",2022,1
"Bridges, S.","Mikkonen, K.",2022,1
"Bridges, S.","Mohandas, L.",2022,1
"Bridges, S.","Zeng, L.",2022,1
"Bridges, S.","Ollesch, L.",2022,1
"Bridges, S.","Claypool, M.",2022,1
"Bridges, S.","Desrochers, M.",2022,1
"Bridges, S.","Petit, M.",2022,1
"Bridges, S.","Mentzer, N.",2022,1
"Bridges, S.","Järvelä, S.",2022,1
"Bridges, S.","Pramila-Savukoski, S.",2022,1
"Bridges, S.","Lo, S. C. T.",2022,1
"Bridges, S.","Farrington, S. W.",2022,1
"Bridges, S.","Törmänen, T.",2022,1
"Bridges, S.","Yip, V. W. Y.",2022,1
"Codere, S.","Miller, E. A.",2022,1
"Codere, S.","Makori, H.",2022,1
"Codere, S.","Krajcik, J.",2022,1
"Codere, S.","Bateman, K.",2022,1
"Codere, S.","Simani, M. C.",2022,1
"Codere, S.","Richar, S.",2022,1
"Codere, S.","Akgün, S.",2022,1
"Codere, S.","Li, T.",2022,1
"Land, S. M.","Masters, B.",2022,1
"Land, S. M.","Kozlek, B.",2022,1
"Land, S. M.","Keith, C. A.",2022,1
"Land, S. M.","Zimmerman, H. T.",2022,1
"Land, S. M.","McClain, L.",2022,1
"Land, S. M.","McClain, L. R.",2022,1
"Land, S. M.","Rossi, N.",2022,1
"Land, S. M.","Bowles, S.",2022,1
"McKenney, S.","Cheng, B. H.",2022,1
"McKenney, S.","Wegemer, C.",2022,1
"McKenney, S.","Poortman, C.",2022,1
"McKenney, S.","Mercier, E.",2022,1
"McKenney, S.","Gomez, K.",2022,1
"McKenney, S.","Lawrence, L.",2022,1
"McKenney, S.","Borge, M.",2022,1
"McKenney, S.","Benichou, M.",2022,1
"McKenney, S.","Arce-Trigatti, P.",2022,1
"McKenney, S.","Lee, U.",2022,1
"Strachota, S.","Gardiner, A. M.",2022,1
"Strachota, S.","Brizuela, B. M.",2022,1
"Strachota, S.","Sawrey, K.",2022,1
"Strachota, S.","Blanton, M.",2022,1
"Strachota, S.","Savid, S.",2022,1
"Strachota, S.","Raymond, S.",2022,1
"Paudyal, S.","Thomas, S.",2022,1
"Paudyal, S.","Jamal, T.",2022,1
"Lee, S.","Lee, S.",2022,1
"Lee, S.","Han, S.",2022,1
"Lee, S.","Han, Y.",2022,1
"Dikker, S.","Burgas, K.",2022,1
"Dikker, S.","Chaloner, K.",2022,1
"Dikker, S.","Yetman-Michaelson, L.",2022,1
"Dikker, S.","Sole, M.",2022,1
"Dikker, S.","Martin, R.",2022,1
"Dikker, S.","Shevchenko, Y.",2022,1
"Leung, S. K.","Orchard, J.",2022,1
"Leung, S. K.","Davids, N.",2022,1
"Bruun, S.","Geithner, C.",2022,1
"Simmons, S.","Mallwitz, I.",2022,1
"Simmons, S.","Jiang, M.",2022,1
"Simmons, S.","Butler, M.",2022,1
"Kim, T.","Kang, J.",2022,1
"Kim, T.","Germinaro, K.",2022,1
"Kim, T.","Leinart, K.",2022,1
"Kim, T.","Zeng, L.",2022,1
"Kim, T.","Zhou, M.",2022,1
"Kim, T.","Gilliam, S.",2022,1
"Fuhrmann, T.","Goya, A.",2022,1
"Fuhrmann, T.","Stornaiuolo, A.",2022,1
"Fuhrmann, T.","Amato, A.",2022,1
"Fuhrmann, T.","Chance, B.",2022,1
"Fuhrmann, T.","Herbel-Eisenmann, B.",2022,1
"Fuhrmann, T.","McBride, C.",2022,1
"Fuhrmann, T.","Wendel, D.",2022,1
"Fuhrmann, T.","Langbeheim, E.",2022,1
"Fuhrmann, T.","Fagan, E.",2022,1
"Fuhrmann, T.","Klopfer, E.",2022,1
"Fuhrmann, T.","Hel-Or, H.",2022,1
"Fuhrmann, T.","Davidesco, I.",2022,1
"Fuhrmann, T.","Saba, J.",2022,1
"Fuhrmann, T.","Stiles, J.",2022,1
"Fuhrmann, T.","Naipaul, J.",2022,1
"Fuhrmann, T.","Louie, J.",2022,1
"Fuhrmann, T.","Rubel, L.",2022,1
"Fuhrmann, T.","Peralta, L. M.",2022,1
"Fuhrmann, T.","Stephens, L.",2022,1
"Fuhrmann, T.","Tes, M.",2022,1
"Fuhrmann, T.","Silander, M.",2022,1
"Fuhrmann, T.","Clair, N. S.",2022,1
"Fuhrmann, T.","Glaser, N.",2022,1
"Fuhrmann, T.","Woods, P. J.",2022,1
"Fuhrmann, T.","Vacca, R.",2022,1
"Fuhrmann, T.","Russo, R.",2022,1
"Fuhrmann, T.","Roy, S.",2022,1
"Fuhrmann, T.","Lim, V.",2022,1
"Fuhrmann, T.","Wei, X.",2022,1
"Jarosewich, T.","Hug, B.",2022,1
"Sinha, T.","Hafen, E.",2022,1
"Sinha, T.","Köhler, K.",2022,1
"Sinha, T.","Tobler, S.",2022,1
"Vea, T.","Reynante, B.",2022,1
"Nazaretsky, T.","Alexandron, G.",2022,1
"Austin, T.","Smithen, B.",2022,1
"Austin, T.","Joshi, J.",2022,1
"Ober, T.","Liu, C.",2022,1
"Ober, T.","Denner, M.",2022,1
"Ober, T.","Cheng, Y.",2022,1
"Sengupta-Irving, T.","Altuwaiyan, A.",2022,1
"Sengupta-Irving, T.","Stoiber, A.",2022,1
"Sengupta-Irving, T.","Walsh, B.",2022,1
"Sengupta-Irving, T.","Magerko, B.",2022,1
"Sengupta-Irving, T.","Dalton, B.",2022,1
"Sengupta-Irving, T.","Breazeal, C.",2022,1
"Sengupta-Irving, T.","Long, D.",2022,1
"Sengupta-Irving, T.","Haberl, E.",2022,1
"Sengupta-Irving, T.","Klopfer, E.",2022,1
"Sengupta-Irving, T.","Wilson, E.",2022,1
"Sengupta-Irving, T.","Stump, G. S.",2022,1
"Sengupta-Irving, T.","Lin, G. C.",2022,1
"Sengupta-Irving, T.","Zhang, H.",2022,1
"Sengupta-Irving, T.","Lee, I.",2022,1
"Sengupta-Irving, T.","Smilack, J.",2022,1
"Sengupta-Irving, T.","Carter, J.",2022,1
"Sengupta-Irving, T.","Tian, J.",2022,1
"Sengupta-Irving, T.","Aliabadi, R.",2022,1
"Sengupta-Irving, T.","Forsyth, S.",2022,1
"Sengupta-Irving, T.","Yeh, T.",2022,1
"Sengupta-Irving, T.","Kim, Y. J.",2022,1
"Forshaw, T.","Carter, C.",2022,1
"Forshaw, T.","Carroll, M.",2022,1
"Eysink, T. H.","Veldkamp, B. P.",2022,1
"Eysink, T. H.","Gijlers, H. A.",2022,1
"Eysink, T. H.","Verwey, W. B.",2022,1
"Jen, T.","Dim, E.",2022,1
"Carron, T.","Pinçon, C.",2022,1
"Brush, T.","Glazewski, K. D.",2022,1
"Brush, T.","Singh, P.",2022,1
"Brush, T.","Passonneau, R.",2022,1
"Brush, T.","Goss, W.",2022,1
"Hillman, T.","Seredko, A.",2022,1
"Philip, T.","Cottone, A. M.",2022,1
"Philip, T.","Rubin, A.",2022,1
"Philip, T.","Amato, A.",2022,1
"Philip, T.","Ali, A.",2022,1
"Philip, T.","Brown, B. A.",2022,1
"Philip, T.","McBride, C.",2022,1
"Philip, T.","Varda, C.",2022,1
"Philip, T.","Chinn, C. A.",2022,1
"Philip, T.","Pimentel, D. R.",2022,1
"Philip, T.","Hussain-Abidi, H.",2022,1
"Philip, T.","Martins, I.",2022,1
"Philip, T.","Beale, J.",2022,1
"Philip, T.","Polman, J. L.",2022,1
"Philip, T.","Herrenkohl, L.",2022,1
"Philip, T.","Avraamidou, L.",2022,1
"Philip, T.","Tes, M.",2022,1
"Philip, T.","Orfanos, M.",2022,1
"Philip, T.","Silander, M.",2022,1
"Philip, T.","Bakal, M.",2022,1
"Philip, T.","Mann, M.",2022,1
"Philip, T.","Takeuchi, M. A.",2022,1
"Philip, T.","Davis, N. R.",2022,1
"Philip, T.","Woods, P. J.",2022,1
"Philip, T.","Bhargava, P.",2022,1
